[2025-02-11 15:42:13,068] 17 root - INFO - data loading started...
[2025-02-11 15:42:14,035] 20 root - INFO - data loading completed...
[2025-02-11 15:42:14,035] 17 root - INFO - data loading started...
[2025-02-11 15:42:14,038] 20 root - INFO - data loading completed...
[2025-02-11 15:42:14,038] 17 root - INFO - data loading started...
[2025-02-11 15:42:14,040] 20 root - INFO - data loading completed...
[2025-02-11 15:42:16,238] 24 root - INFO - 
[2025-02-11 15:42:16,654] 32 root - INFO - 
[2025-02-11 15:42:34,276] 36 root - INFO - 
