[2025-02-11 17:44:01,106] 17 root - INFO - data loading started...
[2025-02-11 17:44:02,329] 20 root - INFO - data loading completed...
[2025-02-11 17:44:02,330] 17 root - INFO - data loading started...
[2025-02-11 17:44:02,332] 20 root - INFO - data loading completed...
[2025-02-11 17:44:02,333] 17 root - INFO - data loading started...
[2025-02-11 17:44:02,335] 20 root - INFO - data loading completed...
[2025-02-11 17:44:04,409] 24 root - INFO - 
[2025-02-11 17:44:04,817] 32 root - INFO - 
[2025-02-11 17:44:20,955] 36 root - INFO - 
